ProfID,OBJECTID,X_coord,Y_coord
P0635,5228,7500744,4596821
P0636,5229,7505311,4597699
P0637,5230,7504128,4601888
P0638,5231,7505385,4603238
P0639,5232,7504729,4604505
P0640,5233,7504655,4607815
P0641,5234,7502112,4608786
P0642,5235,7500207,4608443
P0643,5236,7499912,4606835
P0644,5237,7499986,4604736
P0645,5238,7499209,4603913
P0646,5239,7507507,4591888
P0647,5240,7495095,4608321
P0648,5241,7495809,4607203
P0649,5242,7497307,4606164
P0650,5243,7495918,4604968
P0651,5244,7496958,4605426
P0652,5245,7498052,4605690
P0653,5246,7497928,4600855
P0654,5247,7498502,4600909
P0655,5248,7496942,4598527
P0656,5249,7499092,4599272
P0657,5250,7500714,4599869
P0658,5251,7501785,4600801
P0659,5252,7501475,4603106
P0660,5253,7500962,4604759
P0661,5254,7502429,4605092
P0662,5255,7501319,4606497
P0663,5256,7502095,4606280
P0683,5257,7513421,4605972
P0684,5258,7514459,4605529
P0686,5259,7516452,4601902
P0687,5260,7518498,4601230
P0693,5261,7525568,4596084
P0707,5262,7533030,4610807
P0710,5263,7537540,4608651
P0721,5264,7538660,4606161
P0712,5265,7537192,4604081
P0713,5266,7533530,4603543
P0716,5267,7530223,4598587
P0718,5268,7538350,4600176
P0719,5269,7542769,4598088
P0721,5270,7544456,4600850
P0722,5271,7546174,4601024
P0727,5272,7544153,4608522
P0729,5273,7548179,4615930
P0731,5274,7545145,4621022
P0732,5275,7547430,4621045
P0733,5276,7551936,4621683
P0734,5277,7553458,4621763
P0735,5278,7550707,4620746
P0736,5279,7550657,4618378
P0737,5280,7554727,4618640
P0738,5281,7556904,4618499
P0739,5282,7557347,4617109
P0740,5283,7557347,4621199
P0741,5284,7557327,4622438
P0742,5285,7558647,4617622
P0743,5286,7559392,4621310
P0744,5287,7560379,4622549
P0745,5288,7559322,4619426
P0746,5289,7561296,4620867
P0747,5290,7560621,4618116
P0748,5291,7562707,4621078
P0749,5292,7562253,4617078
P0750,5293,7560420,4616514
P0751,5294,7558072,4615607
P0752,5295,7554979,4616484
P0753,5296,7553166,4616323
P0754,5297,7551231,4615607
P0755,5298,7551161,4616937
P0756,5299,7550445,4613965
P0757,5300,7553700,4613592
P0759,5301,7551604,4611859
P0760,5302,7555030,4612454
P0761,5303,7553367,4609371
P0762,5304,7557216,4610439
P0763,5305,7555765,4610731
P0764,5306,7561155,4614016
P0765,5307,7559251,4612796
P0766,5308,7559412,4610429
P0769,5309,7557216,4608625
P0770,5310,7551312,4608907
P0771,5311,7555433,4608101
P0772,5312,7553669,4606822
P0773,5313,7557024,4606288
P0774,5314,7553156,4605139
P0775,5315,7559866,4606318
P0776,5316,7561256,4612131
P0777,5317,7562808,4605603
P0762,5318,7556722,4604666
P0779,5319,7558334,4604414
P0780,5320,7554798,4603900
P0781,5321,7553075,4599779
P0782,5322,7550234,4598701
P0783,5323,7556742,4597905
P0784,5324,7561649,4598056
P0786,5325,7557770,4601260
P0787,5326,7565800,4595930
P0788,5327,7566364,4597865
P0789,5328,7566072,4602006
P0790,5329,7566092,4603850
P0791,5330,7568208,4605482
P0792,5331,7568147,4607164
P0793,5332,7563281,4608404
P0794,5333,7568712,4609643
P0795,5334,7563221,4611335
P0796,5335,7564923,4612988
P0736,5336,7567120,4613703
P0798,5337,7567271,4610751
P0799,5338,7568601,4615315
P0800,5339,7565216,4615225
P0801,5340,7562939,4615255
P0802,5341,7564379,4618187
P0803,5342,7567785,4618670
P0804,5343,7562918,4618821
P0805,5344,7565024,4620534
P0806,5345,7568097,4621270
P0807,5346,7565437,4622317
P0809,5347,7508284,4645153
P0824,5348,7520637,4638369
P0837,5349,7510953,4647495
P0838,5350,7516249,4649900
P0839,5351,7519276,4649868
P0840,5352,7508727,4649383
P0848,5353,7532782,4658343
P0849,5354,7531968,4657709
P0850,5355,7531167,4657541
P0851,5356,7530389,4657391
P0852,5357,7529834,4656846
P0854,5358,7531381,4656790
P0855,5359,7532538,4656529
P0857,5360,7529503,4655410
P0858,5361,7530459,4655452
P0860,5362,7532296,4655470
P0861,5363,7530617,4654887
P0862,5364,7530211,4653978
P0863,5365,7531181,4653838
P0864,5366,7533695,4654057
P0867,5367,7532175,4654657
P0868,5368,7532940,4654468
P0870,5369,7534406,4653314
P0852,5370,7532416,4653583
P0875,5371,7534304,4652824
P0876,5372,7531932,4652598
P0879,5373,7533782,4651214
P0880,5374,7533861,4650831
P0881,5375,7533054,4651083
P0888,5376,7531464,4656194
P0889,5377,7532453,4658054
P0890,5378,7532094,4656077
P0893,5379,7533645,4660059
P0900,5380,7536730,4653544
P0901,5381,7537000,4653894
P0903,5382,7539383,4652593
P0905,5383,7540124,4651646
P0906,5384,7539399,4651762
P0908,5385,7534385,4657153
P0910,5386,7541303,4654676
P0911,5387,7542387,4655410
P0912,5388,7541803,4653892
P0914,5389,7542384,4654760
P0916,5390,7544753,4655324
P0923,5391,7544694,4651834
P0924,5392,7544589,4652379
P0926,5393,7544184,4651649
P0923,5394,7546347,4652493
P0930,5395,7545767,4652301
P0931,5396,7545693,4651570
P0938,5397,7545186,4649741
P0939,5398,7545634,4649583
P0942,5399,7544571,4648961
P0943,5400,7545039,4648520
P0944,5401,7545595,4649006
P0945,5402,7546498,4649255
P0946,5403,7546309,4648943
P0947,5404,7547075,4649426
P0948,5405,7546316,4648195
P0949,5406,7546669,4648359
P0950,5407,7547019,4648880
P0951,5408,7547736,4649136
P0952,5409,7548313,4648940
P5074,5410,7547984,4648615
P0954,5411,7547690,4648335
P0955,5412,7547354,4647992
P0956,5413,7547861,4647733
P0957,5414,7546428,4647950
P0958,5415,7547652,4647160
P0960,5416,7548369,4646509
P0961,5417,7547152,4646688
P0962,5418,7547309,4647135
P0968,5419,7541913,4647999
P0969,5420,7542472,4648024
P0972,5421,7543581,4649300
P0975,5422,7544917,4647765
P0977,5423,7544172,4647349
P0978,5424,7543395,4647188
P0979,5425,7542955,4646754
P0980,5426,7543409,4646709
P0951,5427,7546232,4647544
P0983,5428,7545305,4647457
P0987,5429,7544014,4646352
P0988,5430,7544560,4646289
P0990,5431,7544126,4645652
P0991,5432,7544063,4645219
P0992,5433,7543343,4644694
P0993,5434,7544749,4644911
P0994,5435,7545256,4645813
P0995,5436,7545735,4645757
P0996,5437,7545057,4645327
P0997,5438,7545578,4645068
P0998,5439,7544696,4644393
P0999,5440,7545253,4644554
P1000,5441,7545920,4644282
P1001,5442,7545630,4643837
P1002,5443,7542990,4644093
P1003,5444,7544952,4643579
P1004,5445,7545294,4643292
P1005,5446,7545641,4642960
P1006,5447,7546078,4643474
P1007,5448,7546519,4643030
P1009,5449,7547833,4643026
P1010,5450,7547718,4642106
P1011,5451,7546924,4642285
P1012,5452,7548421,4642403
P1013,5453,7548547,4643624
P1014,5454,7549009,4642928
P1015,5455,7548008,4644841
P1016,5456,7548449,4644512
P1017,5457,7549040,4645033
P1018,5458,7549400,4644159
P1019,5459,7549453,4643680
P1020,5460,7550068,4643778
P1021,5461,7549670,4643145
P1107,5462,7549830,4642529
P1023,5463,7549544,4642208
P1109,5464,7549030,4642383
P1027,5465,7550747,4640386
P1028,5466,7550723,4639214
P1029,5467,7550201,4637908
P1030,5468,7538342,4648127
P1031,5469,7538761,4647736
P1032,5470,7539108,4647368
P1033,5471,7539866,4647571
P1034,5472,7541283,4645949
P1035,5473,7541364,4647799
P1036,5474,7541434,4648463
P1037,5475,7539150,4648047
P1038,5476,7539986,4648316
P1039,5477,7540476,4648414
P1040,5478,7540846,4648715
P1041,5479,7542567,4647442
P1042,5480,7541693,4646127
P1043,5481,7542710,4646019
P1049,5482,7540098,4646572
P1053,5483,7536274,4645956
P1055,5484,7549219,4649701
P1056,5485,7549340,4648955
P1057,5486,7549442,4648465
P1058,5487,7548309,4649193
P1059,5488,7547908,4649496
P0910,5489,7546244,4649901
P1064,5490,7550504,4648281
P1066,5491,7551844,4647796
P1067,5492,7551647,4647201
P1070,5493,7553689,4647569
P1072,5494,7553874,4646973
P1020,5495,7553032,4646468
P1076,5496,7553030,4645588
P1077,5497,7553162,4645169
P1078,5498,7554203,4645228
P1079,5499,7553906,4644542
P1079,5500,7554502,4644048
P1084,5501,7555383,4643720
P1053,5502,7554815,4652077
P1090,5503,7553095,4648964
P1091,5504,7551113,4641267
P1093,5505,7552177,4640954
P1094,5506,7552955,4640451
P1095,5507,7553748,4639565
P1096,5508,7554121,4639439
P1097,5509,7554485,4639733
P1098,5510,7553216,4640120
P1099,5511,7553016,4641257
P0948,5512,7552242,4642404
P1101,5513,7551389,4642190
P1102,5514,7550745,4642927
P1104,5515,7551780,4642540
P1105,5516,7551864,4643015
P1107,5517,7550708,4643883
P1108,5518,7550614,4644232
P1109,5519,7550484,4644950
P1110,5520,7550871,4645048
P1111,5521,7551076,4644605
P1112,5522,7549798,4645370
P1113,5523,7550018,4645706
P1117,5524,7549980,4646900
P1119,5525,7549290,4647114
P1122,5526,7549300,4648084
P1123,5527,7549537,4646018
P1125,5528,7551553,4644517
P1126,5529,7552231,4644231
P1076,5530,7553008,4643410
P1128,5531,7552554,4643149
P1129,5532,7555136,4640218
P1136,5533,7538233,4645447
P1137,5534,7540516,4643535
P1138,5535,7538429,4642192
P1139,5536,7534792,4640962
P1140,5537,7534151,4642243
P1141,5538,7533128,4640797
P1142,5539,7532105,4642347
P1143,5540,7541467,4641117
P1144,5541,7542108,4642326
P1145,5542,7545156,4640993
P1146,5543,7545972,4640032
P1147,5544,7548122,4640259
P1148,5545,7528921,4644388
P1149,5546,7531552,4643755
P1150,5547,7532654,4645559
P1151,5548,7528576,4641151
P1152,5549,7531414,4639814
P1153,5550,7530753,4641936
P1154,5551,7534859,4644567
P1155,5552,7531070,4638106
P1156,5553,7531263,4640696
P1157,5554,7547521,4637499
P1158,5555,7546911,4639070
P1159,5556,7544059,4636755
P1160,5557,7538851,4637737
P1161,5558,7538489,4635939
P1162,5559,7541166,4637468
P1163,5560,7541672,4639359
P1164,5561,7539526,4633669
P1165,5562,7538999,4630249
P1166,5563,7543442,4626973
P1167,5564,7545943,4631427
P1168,5565,7543122,4629681
P1169,5566,7537666,4629815
P1170,5567,7539857,4627438
P1171,5568,7537139,4630704
P1172,5569,7530154,4636800
P1173,5570,7550923,4634558
P1174,5571,7556738,4648671
P1175,5572,7559073,4648599
P1176,5573,7556490,4646594
P1177,5574,7558484,4645664
P1178,5575,7560561,4649033
P1179,5576,7557751,4642905
P1180,5577,7562765,4649678
P1181,5578,7564478,4647276
P1182,5579,7562401,4646067
P1183,5580,7568097,4645858
P1184,5581,7566803,4648128
P1185,5582,7567229,4642083
P1186,5583,7564834,4636937
P1187,5584,7567694,4634953
P1188,5585,7567128,4632117
P1189,5586,7565609,4629497
P1190,5587,7563850,4627358
P1191,5588,7568143,4625576
P1192,5589,7562222,4625243
P1193,5590,7557200,4629590
P1194,5591,7550458,4631311
P1195,5592,7549156,4632365
P1196,5593,7554240,4633744
P1197,5594,7561928,4630962
P1200,5595,7552891,4636441
P1201,5596,7551093,4638154
P1202,5597,7552829,4638790
P1203,5598,7555387,4637790
P1204,5599,7558208,4638836
P1205,5600,7560874,4638115
P1206,5601,7561620,4639859
P6519,5602,7584859,4641204
P6529,5603,7588631,4636397
P6518,5604,7587364,4642599
P6528,5605,7589666,4638367
P6530,5606,7588230,4635380
P1265,5607,7589183,4634938
P1266,5608,7589608,4634973
P1276,5609,7591265,4632108
P1277,5610,7592027,4631663
P1278,5611,7592704,4631941
P1279,5612,7590817,4633115
P1280,5613,7592625,4631234
P1284,5614,7593592,4631700
P1285,5615,7593649,4633418
P1286,5616,7592084,4633461
P1287,5617,7592328,4634290
P6531,5618,7596286,4632328
P6530,5619,7599804,4630545
P6525,5620,7599438,4628465
P6526,5621,7596927,4626303
P6527,5622,7596683,4625641
P6524,5623,7592916,4628230
P1453,5624,7589325,4635563
P1457,5625,7603769,4637736
P1458,5626,7605458,4639712
P1459,5627,7606249,4638620
P1460,5628,7604722,4636876
P1461,5629,7604962,4636550
P1462,5630,7605140,4636488
P1463,5631,7605590,4636380
P1467,5632,7607223,4636031
P1469,5633,7607467,4635322
P1470,5634,7607775,4635636
P1471,5635,7607996,4635374
P1472,5636,7608188,4636293
P1473,5637,7608735,4637136
P1475,5638,7608839,4636531
P1476,5639,7606851,4637327
P1478,5640,7607043,4638252
P1479,5641,7608147,4637914
P1481,5642,7607549,4639222
P1482,5643,7608194,4638914
P1483,5644,7608828,4638461
P1484,5645,7609635,4638815
P1485,5646,7609019,4638310
P1486,5647,7608380,4637781
P1487,5648,7610153,4637955
P1488,5649,7608851,4640547
P1489,5650,7608886,4639931
P1490,5651,7609537,4639519
P1491,5652,7610083,4639600
P1492,5653,7610310,4641146
P1493,5654,7611164,4640268
P1494,5655,7611955,4639949
P1495,5656,7610775,4637333
P1496,5657,7611600,4637699
P1497,5658,7612571,4637874
P1498,5659,7612670,4637194
P1499,5660,7613414,4637653
P1500,5661,7609112,4634665
P1501,5662,7608578,4634316
P1502,5663,7609502,4634799
P1503,5664,7609403,4635322
P1504,5665,7610193,4635810
P1505,5666,7610397,4635124
P1506,5667,7611495,4635921
P1507,5668,7610275,4636548
P1508,5669,7613286,4635595
P1509,5670,7613071,4636583
P1510,5671,7615018,4635084
P1511,5672,7614460,4635822
P1512,5673,7614884,4636676
P1513,5674,7614832,4638164
P1514,5675,7616843,4635142
P1515,5676,7616843,4635973
P1516,5677,7617796,4636020
P1517,5678,7618308,4635770
P1518,5679,7616567,4636575
P1519,5680,7616785,4636614
P1523,5681,7618943,4635541
P1524,5682,7619030,4636191
P1525,5683,7619636,4635995
P1526,5684,7619562,4636945
P1527,5685,7618175,4637229
P1528,5686,7616462,4637891
P1529,5687,7616022,4638536
P1530,5688,7618071,4637939
P1531,5689,7619078,4638262
P1532,5690,7620695,4637556
P1533,5691,7621197,4636832
P1534,5692,7621789,4637534
P1535,5693,7622539,4638061
P1536,5694,7623298,4638166
P1537,5695,7623219,4637664
P1538,5696,7618276,4638903
P1539,5697,7617578,4639269
P1540,5698,7619732,4638920
P1541,5699,7621135,4639635
P1542,5700,7621236,4640080
P1543,5701,7618947,4640254
P1544,5702,7617295,4640420
P1545,5703,7620050,4640502
P1546,5704,7621236,4640681
P1547,5705,7624252,4638475
P1549,5706,7622670,4639910
P1550,5707,7623206,4640598
P1551,5708,7623572,4640328
P1552,5709,7624209,4640202
P1554,5710,7625813,4639238
P1555,5711,7623767,4641530
P1556,5712,7621256,4641622
P1557,5713,7621181,4642086
P1558,5714,7620596,4641589
P1559,5715,7619893,4642220
P1560,5716,7619383,4642112
P1561,5717,7618811,4642269
P1562,5718,7619658,4642540
P1563,5719,7618298,4641481
P1564,5720,7618327,4641269
P1566,5721,7617405,4641471
P1567,5722,7616751,4640144
P1568,5723,7616669,4641425
P1569,5724,7616689,4638911
P1570,5725,7615608,4639583
P1571,5726,7615383,4640789
P1572,5727,7614670,4640416
P1573,5728,7613231,4640799
P1574,5729,7613911,4640331
P1575,5730,7612846,4640341
P1576,5731,7612466,4638749
P1577,5732,7611803,4638520
P1578,5733,7614569,4639095
P1579,5734,7606247,4634947
P1582,5735,7623121,4667058
P1583,5736,7624133,4664041
P1584,5737,7623637,4662997
P1588,5738,7630519,4650081
P1615,5739,7645399,4643710
P1597,5740,7644144,4640781
P1600,5741,7647647,4636262
P1601,5742,7645190,4635232
P1602,5743,7649251,4635813
P1603,5744,7645539,4633813
P1607,5745,7644717,4629280
P1612,5746,7646136,4623087
P1613,5747,7642346,4618840
P1614,5748,7647678,4614245
P1615,5749,7650693,4615996
P1616,5750,7651917,4618321
P1617,5751,7652188,4617608
P1618,5752,7651010,4620367
P1619,5753,7649158,4613648
P1620,5754,7652553,4616841
P1621,5755,7651964,4611377
P1622,5756,7654444,4611982
P1623,5757,7662750,4619174
P1624,5758,7653174,4619987
P1625,5759,7653340,4621171
P1626,5760,7654208,4620524
P1627,5761,7652417,4621957
P1628,5762,7652251,4623720
P1629,5763,7653064,4623527
P1630,5764,7652554,4624299
P1631,5765,7653863,4625635
P1632,5766,7652692,4626462
P1633,5767,7653822,4626944
P1634,5768,7657652,4625387
P1635,5769,7657211,4627413
P1614,5770,7653918,4633985
P1642,5771,7655558,4633778
P1643,5772,7655089,4635294
P1644,5773,7651521,4636630
P1647,5774,7653216,4631215
P1649,5775,7651237,4641043
P1650,5776,7653069,4641568
P1651,5777,7652988,4642241
P1653,5778,7655166,4649486
P1655,5779,7652279,4653894
P1656,5780,7650433,4655051
P1657,5781,7647222,4649884
P1658,5782,7646823,4651248
P1661,5783,7654705,4650548
P1662,5784,7462321,4599167
P1663,5785,7462859,4598668
P1664,5786,7461898,4602184
P1665,5787,7455723,4596954
P1666,5788,7464281,4595566
P1667,5789,7464871,4596537
P1668,5790,7463193,4594555
P1669,5791,7465054,4605191
P1670,5792,7466399,4605735
P1671,5793,7466910,4606102
P1672,5794,7461849,4613398
P1673,5795,7464344,4613773
P1674,5796,7465349,4617453
P1675,5797,7476032,4634387
P1676,5798,7474578,4635056
P1677,5799,7470203,4634812
P1678,5800,7466617,4624831
P1679,5801,7466170,4626001
P1680,5802,7468651,4626768
P1681,5803,7463131,4594250
P1682,5804,7461383,4592040
P1683,5805,7463310,4592013
P1684,5806,7463558,4592185
P1685,5807,7462746,4592460
P1686,5808,7466301,4580970
P1687,5809,7466943,4579722
P1688,5810,7468283,4578676
P1689,5811,7467760,4576978
P1690,5812,7466751,4575721
P1691,5813,7468311,4574151
P1692,5814,7469587,4575042
P1693,5815,7469789,4576250
P1694,5816,7466249,4572392
P1695,5817,7466699,4571254
P1696,5818,7465827,4568639
P1697,5819,7471072,4580099
P1698,5820,7472450,4580785
P1699,5821,7473178,4581002
P1700,5822,7472983,4578364
P1702,5823,7474470,4575274
P1703,5824,7463294,4583772
P1704,5825,7464031,4582533
P1706,5826,7463570,4581507
P1707,5827,7462317,4578857
P1708,5828,7465015,4577356
P1709,5829,7459419,4576386
P1710,5830,7458765,4575980
P1711,5831,7461023,4576207
P1712,5832,7460796,4575133
P1713,5833,7463239,4574479
P1714,5834,7464437,4575126
P1715,5835,7462964,4574066
P1716,5836,7463721,4573495
P1717,5837,7464396,4573743
P1718,5838,7463212,4569468
P1719,5839,7463797,4569613
P1720,5840,7464912,4570060
P1721,5841,7460200,4566508
P1722,5842,7460255,4566123
P1723,5843,7460399,4566453
P1724,5844,7461748,4564801
P1725,5845,7463304,4566488
P1726,5846,7464371,4566261
P1727,5847,7462919,4564540
P1728,5848,7464605,4564512
P1729,5849,7463772,4563549
P1730,5850,7464894,4562936
P1731,5851,7465650,4567343
P1732,5852,7465925,4566967
P1733,5853,7468724,4567012
P1734,5854,7467054,4565315
P1735,5855,7469504,4564002
P1737,5856,7466228,4562304
P1738,5857,7465815,4560946
P1739,5858,7467568,4560579
P1740,5859,7468357,4559542
P1741,5860,7466219,4558817
P1742,5861,7466053,4557091
P1743,5862,7465640,4556376
P1744,5863,7465778,4556265
P1745,5864,7466760,4554448
P1746,5865,7468944,4555008
P1747,5866,7470128,4554301
P1748,5867,7466035,4551667
P1749,5868,7466356,4551236
P1750,5869,7466659,4550915
P1751,5870,7467632,4552549
P1752,5871,7468596,4552558
P1753,5872,7468843,4550410
P1754,5873,7467035,4550474
P1756,5874,7483079,4536208
P1757,5875,7483024,4535458
P1758,5876,7483746,4533730
P1759,5877,7480215,4530647
P1760,5878,7481509,4529952
P1761,5879,7479444,4530000
P1762,5880,7478605,4529780
P1763,5881,7480814,4529711
P1764,5882,7495324,4532101
P1765,5883,7492082,4532319
P1766,5884,7490623,4533788
P1767,5885,7486872,4535765
P1768,5886,7487312,4537720
P1769,5887,7488928,4537436
P1770,5888,7488884,4536593
P1771,5889,7492337,4537879
P1772,5890,7487386,4538803
P1773,5891,7489120,4538381
P1774,5892,7488405,4542951
P1775,5893,7487524,4543566
P1776,5894,7488460,4546154
P1777,5895,7488065,4548109
P1778,5896,7486422,4550119
P1779,5897,7487432,4549247
P1780,5898,7487019,4556397
P1781,5899,7491298,4556213
P1782,5900,7491256,4557851
P1783,5901,7489026,4558278
P1784,5902,7494684,4558161
P1785,5903,7493427,4560341
P1786,5904,7492151,4555385
P1787,5905,7499028,4556547
P1788,5906,7498306,4552509
P1789,5907,7499432,4553586
P1790,5908,7494440,4548079
P1791,5909,7496361,4548349
P1792,5910,7497062,4542240
P1795,5911,7495610,4541066
P1796,5912,7498392,4543198
P1797,5913,7497706,4544200
P1798,5914,7498552,4544690
P1799,5915,7497195,4541691
P1802,5916,7497850,4542135
P1803,5917,7498201,4542419
P1804,5918,7498970,4542687
P1805,5919,7498960,4543771
P1806,5920,7499693,4543683
P1807,5921,7500344,4543900
P1808,5922,7499781,4544597
P1809,5923,7500292,4544948
P1812,5924,7501717,4543694
P1815,5925,7501459,4541066
P1816,5926,7501810,4541964
P1818,5927,7503673,4541159
P1819,5928,7503229,4541887
P1820,5929,7504277,4541216
P1821,5930,7504835,4540508
P1822,5931,7505114,4543157
P1823,5932,7507870,4533250
P1825,5933,7508521,4532455
P1827,5934,7510064,4528083
P1830,5935,7510586,4527990
P1832,5936,7502703,4544783
P1835,5937,7501619,4544638
P1840,5938,7500292,4546936
P1842,5939,7501350,4547194
P1844,5940,7501929,4546853
P1846,5941,7503529,4546466
P1848,5942,7503792,4547142
P1850,5943,7504391,4547395
P1852,5944,7504613,4547932
P1854,5945,7502775,4548588
P1856,5946,7500462,4547953
P1858,5947,7499218,4547369
P1860,5948,7499198,4548283
P1862,5949,7498666,4549460
P1867,5950,7501841,4550333
P1870,5951,7502625,4551153
P1871,5952,7502280,4551442
P1872,5953,7503002,4550663
P1873,5954,7498341,4550647
P1874,5955,7498991,4550312
P1876,5956,7501308,4553890
P1877,5957,7501794,4552330
P1878,5958,7459935,4592238
P1879,5959,7460369,4590035
P1880,5960,7462985,4588776
P1881,5961,7463542,4587089
P1882,5962,7482624,4533779
P1884,5963,7501459,4543141
P1885,5964,7504267,4539672
P1886,5965,7510137,4526565
P1887,5966,7503529,4547906
P1888,5967,7510235,4554871
P1889,5968,7515120,4554649
P1890,5969,7514275,4551584
P1890,5970,7516735,4551694
P1893,5971,7508563,4554536
P1894,5972,7509379,4549299
P1895,5973,7514575,4549038
P1896,5974,7515456,4549099
P1897,5975,7521881,4549075
P1898,5976,7520547,4555719
P1899,5977,7526396,4552366
P1900,5978,7520196,4551126
P1901,5979,7524846,4548940
P1902,5980,7509118,4545921
P1903,5981,7511989,4545204
P1904,5982,7516329,4543670
P1905,5983,7523133,4542038
P1906,5984,7525548,4541451
P1907,5985,7526886,4540276
P1909,5986,7509313,4537290
P1910,5987,7514893,4536377
P1911,5988,7511614,4535398
P1912,5989,7517161,4535985
P1913,5990,7517488,4535218
P1914,5991,7522219,4533864
P1915,5992,7520800,4533244
P1916,5993,7520996,4532934
P1917,5994,7522839,4530503
P1918,5995,7521518,4531759
P1919,5996,7527457,4529818
P1920,5997,7523639,4528708
P1921,5998,7514486,4527811
P1922,5999,7520245,4529802
P1902,6000,7514424,4540263
P1924,6001,7514984,4539180
P1925,6002,7513378,4538033
P1926,6003,7514892,4541034
P1928,6004,7471291,4592549
P1929,6005,7473061,4593347
P1930,6006,7476919,4594973
P1931,6007,7479678,4594080
P1932,6008,7477876,4592135
P1933,6009,7481766,4593506
P1934,6010,7484720,4592027
P1935,6011,7470788,4590628
P1936,6012,7472941,4590329
P1937,6013,7470226,4589073
P1938,6014,7477282,4587435
P1939,6015,7478203,4586371
P1940,6016,7480511,4587662
P1941,6017,7478657,4589277
P1942,6018,7481766,4591274
P1943,6019,7478645,4583202
P1945,6020,7472917,4571078
P1946,6021,7475500,4570552
P1947,6022,7474747,4572071
P1948,6023,7478334,4569356
P1949,6024,7473611,4573494
P1950,6025,7482807,4570731
P1951,6026,7481444,4568651
P1952,6027,7475787,4576687
P1953,6028,7480355,4577225
P1954,6029,7483847,4578756
P1955,6030,7479853,4579055
P1956,6031,7485145,4576628
P1957,6032,7483704,4585564
P1958,6033,7484421,4585600
P1959,6034,7484302,4583998
P1960,6035,7486646,4583639
P1961,6036,7484003,4582527
P1962,6037,7485199,4582503
P1963,6038,7484565,4577743
P1964,6039,7484350,4577337
P1965,6040,7483859,4576416
P1966,6041,7486203,4576009
P1967,6042,7485064,4576000
P1968,6043,7486347,4575713
P1970,6044,7487279,4576520
P1971,6045,7488544,4578440
P1972,6046,7488042,4575534
P1973,6047,7485737,4574753
P1975,6048,7485575,4574260
P1976,6049,7485800,4573937
P1978,6050,7487907,4572691
P1980,6051,7488688,4572780
P1981,6052,7483737,4573668
P1984,6053,7484921,4572879
P1985,6054,7484382,4571839
P1986,6055,7484741,4571901
P1987,6056,7485324,4572036
P1988,6057,7485593,4571309
P1989,6058,7486463,4572341
P1990,6059,7486840,4571964
P1992,6060,7488293,4571345
P1993,6061,7489450,4572099
P1976,6062,7488966,4572475
P1995,6063,7488024,4573283
P1997,6064,7488849,4573121
P1998,6065,7490481,4572610
P2000,6066,7491244,4571946
P1968,6067,7492410,4571408
P2004,6068,7489459,4571686
P2006,6069,7485145,4576422
P2007,6070,7484320,4573265
P2008,6071,7485719,4581139
P2009,6072,7485432,4584314
P2012,6073,7497355,4572908
P2013,6074,7494353,4576017
P2014,6075,7492978,4576471
P2015,6076,7498993,4576495
P2016,6077,7495979,4577907
P2017,6078,7501074,4579401
P2018,6079,7503537,4576806
P2019,6080,7491246,4588191
P2020,6081,7491354,4586325
P2021,6082,7495814,4585775
P2022,6083,7500490,4585799
P2023,6084,7501973,4582690
P2024,6085,7501447,4581602
P2025,6086,7504855,4583300
P2026,6087,7503181,4585405
P2027,6088,7498816,4589028
P2028,6089,7497764,4589219
P2029,6090,7493829,4587426
P2030,6091,7494537,4593356
P2031,6092,7496241,4594163
P2033,6093,7497595,4593822
P2034,6094,7499631,4593194
P2035,6095,7500716,4592181
P2036,6096,7503685,4591329
P2037,6097,7505102,4591616
P2040,6098,7515308,4594985
P2041,6099,7515073,4583893
P2045,6100,7523191,4575663
P2046,6101,7512595,4575791
P2047,6102,7517713,4571548
P2049,6103,7519787,4571480
P2050,6104,7517895,4567960
P2051,6105,7510513,4569391
P2052,6106,7526879,4590041
P2053,6107,7528099,4591234
P2054,6108,7527605,4590507
P2055,6109,7526377,4588247
P2056,6110,7527381,4588247
P2057,6111,7527937,4588955
P2058,6112,7528404,4587960
P2059,6113,7528574,4588911
P2060,6114,7529049,4588731
P2061,6115,7528709,4589359
P2062,6116,7527560,4589960
P2063,6117,7526771,4589323
P2064,6118,7527749,4589628
P2065,6119,7528332,4590525
P2066,6120,7529004,4590812
P2067,6121,7529453,4589789
P2068,6122,7530117,4589628
P2069,6123,7529435,4588848
P2070,6124,7529767,4588498
P2071,6125,7530179,4589063
P2072,6126,7529740,4587700
P2073,6127,7529561,4586301
P2074,6128,7529587,4585735
P2075,6129,7529749,4585045
P2076,6130,7529040,4584713
P2077,6131,7526574,4587018
P2078,6132,7525928,4586157
P2079,6133,7527444,4584866
P2080,6134,7527049,4587834
P2081,6135,7527336,4587009
P2082,6136,7527982,4587431
P2083,6137,7529022,4587915
P2084,6138,7528197,4586067
P2085,6139,7527247,4586274
P2086,6140,7528000,4585054
P2087,6141,7528691,4585493
P2088,6142,7528906,4586310
P2089,6143,7528897,4587144
P2090,6144,7527910,4584103
P2091,6145,7530718,4589368
P2092,6146,7530215,4588301
P2093,6147,7530879,4588525
P2094,6148,7531220,4589135
P2095,6149,7531830,4589464
P2096,6150,7531840,4588849
P2097,6151,7531971,4588279
P2098,6152,7531265,4587910
P2099,6153,7530599,4587361
P2100,6154,7529670,4587028
P2101,6155,7530039,4587023
P2102,6156,7531310,4587371
P2103,6157,7532405,4588027
P2104,6158,7532950,4587431
