ProfID,OBJECTID,HorNO,HorID,DepthFrom,DepthTo,SOC
P5875,31837,4,P5875H04,65,90,0.5
P5876,31838,1,P5876H01,0,45,0.9
P5876,31839,2,P5876H02,45,60,0.6
P5877,31840,1,P5877H01,0,22,1.1
P5877,31841,2,P5877H02,22,66,1.1
P5877,31842,3,P5877H03,66,75,0.7
P5879,31843,1,P5879H01,0,10,2.8
P5879,31844,2,P5879H02,10,20,1.1
P5879,31845,3,P5879H03,20,40,0.5
P5879,31846,4,P5879H04,40,67,0.4
P5880,31847,1,P5880H01,1,9,4.5
P5880,31848,2,P5880H02,9,23,1.9
P5880,31849,3,P5880H03,23,54,0.6
P5880,31850,4,P5880H04,54,90,0.2
P5881,31851,1,P5881H01,1,6,7.3
P5881,31852,2,P5881H02,6,23,0.8
P5881,31853,3,P5881H03,23,52,0.6
P5881,31854,4,P5881H04,52,82,0.5
P5882,31855,1,P5882H01,0,31,2.8
P5882,31856,2,P5882H02,31,63,0.7
P5882,31857,3,P5882H03,63,91,0.5
P5882,31858,4,P5882H04,91,115,0.3
P5883,31859,1,P5883H01,0,5,3.0
P5883,31860,2,P5883H02,5,16,0.9
P5883,31861,3,P5883H03,16,46,0.6
P5884,31862,1,P5884H01,0,7,6.0
P5884,31863,2,P5884H02,7,18,2.2
P5884,31864,3,P5884H03,18,45,0.7
P5884,31865,4,P5884H04,45,76,0.5
P5884,31866,5,P5884H05,76,105,0.3
P5884,31867,6,P5884H06,105,140,0.2
P5885,31868,1,P5885H01,2,9,3.9
P5885,31869,2,P5885H02,9,28,1.0
P5885,31870,3,P5885H03,28,61,0.4
P5885,31871,4,P5885H04,61,92,0.2
P5886,31872,1,P5886H01,2,9,4.4
P5886,31873,2,P5886H02,9,29,1.6
P5886,31874,3,P5886H03,29,58,0.8
P5886,31875,4,P5886H04,58,82,0.7
P5886,31876,5,P5886H05,82,110,0.6
P5887,31877,1,P5887H01,0,5,4.5
P5887,31878,2,P5887H02,5,15,1.7
P5887,31879,3,P5887H03,15,33,0.6
P5887,31880,4,P5887H04,33,53,0.5
P5887,31881,5,P5887H05,53,85,0.4
P5888,31882,1,P5888H01,0,29,1.3
P5888,31883,2,P5888H02,29,51,0.6
P5888,31884,3,P5888H03,51,64,0.4
P5889,31885,1,P5889H01,0,34,0.9
P5889,31886,2,P5889H02,34,68,0.7
P5889,31887,3,P5889H03,68,100,0.2
P5890,31888,1,P5890H01,0,17,0.9
P5890,31889,2,P5890H02,17,35,0.2
P5890,31890,3,P5890H03,35,63,0.1
P5890,31891,4,P5890H04,63,110,0.0
P5890,31892,5,P5890H05,110,135,0.3
P5891,31893,1,P5891H01,0,18,4.2
P5891,31894,2,P5891H02,18,80,1.6
P5892,31895,1,P5892H01,0,18,-9999.0
P5892,31896,2,P5892H02,18,28,-9999.0
P5892,31897,3,P5892H03,28,40,-9999.0
P5892,31898,4,P5892H04,40,71,-9999.0
P5892,31899,5,P5892H05,71,81,-9999.0
P5893,31900,1,P5893H01,0,18,2.0
P5893,31901,2,P5893H02,18,40,1.6
P5893,31902,3,P5893H03,40,60,1.4
P5893,31903,4,P5893H04,60,90,1.1
P5893,31904,5,P5893H05,90,105,0.9
P5894,31905,1,P5894H01,0,12,2.3
P5894,31906,2,P5894H02,12,35,1.3
P5894,31907,3,P5894H03,35,65,1.3
P5894,31908,4,P5894H04,65,95,1.1
P5894,31909,5,P5894H05,95,110,0.6
P5895,31910,1,P5895H01,0,30,2.0
P5895,31911,2,P5895H02,30,47,0.9
P5895,31912,3,P5895H03,47,80,0.6
P5895,31913,4,P5895H04,80,110,0.3
P5895,31914,5,P5895H05,110,130,0.3
P5896,31915,1,P5896H01,0,25,1.1
P5896,31916,2,P5896H02,25,51,0.7
P5896,31917,3,P5896H03,51,80,0.5
P5896,31918,4,P5896H04,80,100,0.4
P5897,31919,1,P5897H01,0,30,1.7
P5897,31920,2,P5897H02,30,65,0.4
P5897,31921,3,P5897H03,65,100,0.4
P5897,31922,4,P5897H04,100,120,0.2
P5898,31923,1,P5898H01,0,35,1.8
P5898,31924,2,P5898H02,35,55,0.6
P5898,31925,3,P5898H03,55,100,0.2
P5899,31926,1,P5899H01,0,35,1.2
P5899,31927,2,P5899H02,35,70,0.5
P5899,31928,3,P5899H03,70,100,0.3
P5900,31929,1,P5900H01,0,30,1.1
P5900,31930,2,P5900H02,30,45,1.0
P5900,31931,3,P5900H03,45,74,0.8
P5900,31932,4,P5900H04,74,110,0.3
P5901,31933,1,P5901H01,0,27,1.4
P5901,31934,2,P5901H02,27,46,1.0
P5901,31935,3,P5901H03,46,80,0.3
P5902,31936,1,P5902H01,0,30,2.0
P5902,31937,2,P5902H02,30,56,1.4
P5902,31938,3,P5902H03,56,75,1.3
P5902,31939,4,P5902H04,75,105,0.5
P5903,31940,1,P5903H01,0,40,1.9
P5903,31941,2,P5903H02,40,60,1.4
P5903,31942,3,P5903H03,60,100,0.8
P5904,31943,1,P5904H01,0,35,2.2
P5904,31944,2,P5904H02,35,63,1.3
P5904,31945,3,P5904H03,63,90,0.9
P5905,31946,1,P5905H01,0,2,-9999.0
P5905,31947,2,P5905H02,2,16,9.0
P5905,31948,3,P5905H03,16,50,3.1
P5905,31949,4,P5905H04,50,82,0.7
P5906,31950,1,P5906H01,0,16,4.4
P5906,31951,2,P5906H02,16,28,2.5
P5906,31952,3,P5906H03,28,59,1.8
P5906,31953,4,P5906H04,59,100,0.6
P5907,31954,1,P5907H01,0,14,9.7
P5907,31955,2,P5907H02,14,54,1.0
P5907,31956,3,P5907H03,54,90,0.5
P5907,31957,4,P5907H04,90,110,0.4
P5908,31958,1,P5908H01,0,25,44.3
P5908,31959,2,P5908H02,25,36,38.3
P5908,31960,3,P5908H03,36,70,4.4
P5909,31961,1,P5909H01,0,12,41.3
P5909,31962,2,P5909H02,12,32,29.2
P5909,31963,3,P5909H03,32,50,2.5
P5910,31964,1,P5910H01,0,12,45.8
P5910,31965,2,P5910H02,12,32,47.6
P5910,31966,3,P5910H03,32,45,37.8
P5910,31967,4,P5910H04,45,85,3.3
P5911,31968,1,P5911H01,0,20,48.6
P5911,31969,2,P5911H02,20,50,46.9
P5911,31970,3,P5911H03,50,80,4.8
P5912,31971,1,P5912H01,0,20,37.0
P5912,31972,2,P5912H02,20,40,35.6
P5912,31973,3,P5912H03,40,60,36.1
P5912,31974,4,P5912H04,60,100,5.6
P5913,31975,1,P5913H01,0,40,1.8
P5913,31976,2,P5913H02,40,70,0.6
P5913,31977,3,P5913H03,70,100,0.3
P5914,31978,1,P5914H01,0,27,3.9
P5914,31979,2,P5914H02,27,62,1.3
P5914,31980,3,P5914H03,62,100,0.8
P5915,31981,1,P5915H01,0,23,2.7
P5915,31982,2,P5915H02,23,60,1.6
P5915,31983,3,P5915H03,60,100,0.7
P5916,31984,1,P5916H01,0,22,3.0
P5916,31985,2,P5916H02,22,40,0.6
P5916,31986,3,P5916H03,40,80,1.1
P5917,31987,1,P5917H01,0,30,1.3
P5917,31988,2,P5917H02,30,55,0.9
P5917,31989,3,P5917H03,55,85,0.9
P5918,31990,1,P5918H01,0,3,-9999.0
P5918,31991,2,P5918H02,3,29,7.0
P5918,31992,3,P5918H03,29,54,2.4
P5918,31993,4,P5918H04,54,80,1.3
P5918,31994,5,P5918H05,80,117,0.6
P5919,31995,1,P5919H01,0,4,-9999.0
P5919,31996,2,P5919H02,4,28,10.7
P5919,31997,3,P5919H03,28,60,2.5
P5919,31998,4,P5919H04,60,100,1.3
P5920,31999,1,P5920H01,0,6,-9999.0
P5920,32000,2,P5920H02,6,20,4.5
P5920,32001,3,P5920H03,20,50,1.4
P5920,32002,4,P5920H04,50,80,0.8
P5921,32003,1,P5921H01,0,3,-9999.0
P5921,32004,2,P5921H02,3,22,7.4
P5921,32005,3,P5921H03,22,53,2.3
P5921,32006,4,P5921H04,53,70,1.7
P5922,32007,1,P5922H01,0,6,-9999.0
P5922,32008,2,P5922H02,6,20,5.3
P5922,32009,3,P5922H03,20,53,1.9
P5922,32010,4,P5922H04,53,90,1.5
P5923,32011,1,P5923H01,0,2,-9999.0
P5923,32012,2,P5923H02,2,21,3.7
P5923,32013,3,P5923H03,21,49,1.1
P5923,32014,4,P5923H04,49,85,0.5
P5924,32015,1,P5924H01,3,17,15.2
P5924,32016,2,P5924H02,17,45,4.0
P5924,32017,3,P5924H03,45,63,1.5
P5925,32018,1,P5925H01,0,3,-9999.0
P5925,32019,2,P5925H02,3,18,8.4
P5925,32020,3,P5925H03,18,38,3.6
P5925,32021,4,P5925H04,38,60,1.3
P5925,32022,5,P5925H05,60,77,0.9
P5926,32023,1,P5926H01,0,2,-9999.0
P5926,32024,2,P5926H02,2,17,3.7
P5926,32025,3,P5926H03,17,40,1.5
P5926,32026,4,P5926H04,40,66,0.5
P5927,32027,1,P5927H01,0,4,-9999.0
P5927,32028,2,P5927H02,4,18,4.6
P5927,32029,3,P5927H03,18,38,3.1
P5927,32030,4,P5927H04,38,55,1.1
P5928,32031,1,P5928H01,0,3,-9999.0
P5928,32032,2,P5928H02,3,20,2.4
P5928,32033,3,P5928H03,20,52,2.1
P5928,32034,4,P5928H04,52,77,0.7
P5929,32035,1,P5929H01,3,21,4.2
P5929,32036,2,P5929H02,21,48,1.5
P5929,32037,3,P5929H03,48,82,1.1
P5930,32038,1,P5930H01,0,2,-9999.0
P5930,32039,2,P5930H02,2,22,5.9
P5930,32040,3,P5930H03,22,50,2.7
P5930,32041,4,P5930H04,50,89,1.1
P5931,32042,1,P5931H01,0,3,-9999.0
P5931,32043,2,P5931H02,3,19,5.6
P5931,32044,3,P5931H03,19,46,2.8
P5931,32045,4,P5931H04,46,75,0.9
P5932,32046,1,P5932H01,0,5,-9999.0
P5932,32047,2,P5932H02,5,25,4.9
P5932,32048,3,P5932H03,25,54,1.1
P5932,32049,4,P5932H04,54,70,0.6
P5933,32050,1,P5933H01,0,20,4.0
P5933,32051,2,P5933H02,20,45,1.3
P5933,32052,3,P5933H03,45,80,0.4
P5934,32053,1,P5934H01,0,15,3.6
P5934,32054,2,P5934H02,15,32,1.2
P5934,32055,3,P5934H03,32,53,0.7
P5934,32056,4,P5934H04,53,78,0.6
P5935,32057,1,P5935H01,0,2,-9999.0
P5935,32058,2,P5935H02,2,20,2.5
P5935,32059,3,P5935H03,20,57,1.0
P5935,32060,4,P5935H04,57,85,0.9
P5936,32061,1,P5936H01,0,3,-9999.0
P5936,32062,2,P5936H02,3,24,6.9
P5936,32063,3,P5936H03,24,52,1.1
P5936,32064,4,P5936H04,52,87,0.7
P5936,32065,5,P5936H05,87,115,0.6
P5937,32066,1,P5937H01,0,4,-9999.0
P5937,32067,2,P5937H02,4,22,17.1
P5937,32068,3,P5937H03,22,37,2.6
P5937,32069,4,P5937H04,37,55,2.3
P5937,32070,5,P5937H05,55,78,1.8
P5937,32071,6,P5937H06,78,115,1.6
P5937,32072,7,P5937H07,115,135,1.4
P5938,32073,1,P5938H01,0,2,-9999.0
P5938,32074,2,P5938H02,2,30,3.5
P5938,32075,3,P5938H03,30,53,0.9
P5938,32076,4,P5938H04,53,82,0.7
P5938,32077,5,P5938H05,82,112,0.6
P5939,32078,1,P5939H01,4,7,-9999.0
P5939,32079,2,P5939H02,7,28,3.9
P5939,32080,3,P5939H03,28,54,1.4
P5939,32081,4,P5939H04,54,73,1.1
P5939,32082,5,P5939H05,73,100,0.8
P5940,32083,1,P5940H01,0,5,-9999.0
P5940,32084,2,P5940H02,5,20,6.0
P5940,32085,3,P5940H03,20,38,1.8
P5940,32086,4,P5940H04,38,65,1.4
P5940,32087,5,P5940H05,65,90,0.8
P5941,32088,1,P5941H01,0,4,-9999.0
P5941,32089,2,P5941H02,4,26,4.6
P5941,32090,3,P5941H03,26,50,2.0
P5941,32091,4,P5941H04,50,85,0.9
P5941,32092,5,P5941H05,85,110,0.6
P5942,32093,1,P5942H01,0,5,-9999.0
P5942,32094,2,P5942H02,5,22,8.0
P5942,32095,3,P5942H03,22,52,0.9
P5942,32096,4,P5942H04,52,70,0.5
P5943,32097,1,P5943H01,0,1,-9999.0
P5943,32098,2,P5943H02,1,22,3.9
P5943,32099,3,P5943H03,22,49,1.7
P5943,32100,4,P5943H04,49,71,1.1
P5943,32101,5,P5943H05,71,100,0.6
P5944,32102,1,P5944H01,0,16,3.3
P5944,32103,2,P5944H02,16,37,1.2
P5944,32104,3,P5944H03,37,60,0.9
P5944,32105,4,P5944H04,60,90,0.7
P5945,32106,1,P5945H01,0,3,-9999.0
P5945,32107,2,P5945H02,3,20,5.7
P5945,32108,3,P5945H03,20,50,2.4
P5945,32109,4,P5945H04,50,72,0.6
P5945,32110,5,P5945H05,72,115,0.4
P5946,32111,1,P5946H01,0,5,-9999.0
P5946,32112,2,P5946H02,5,27,8.1
P5946,32113,3,P5946H03,27,60,4.2
P5946,32114,4,P5946H04,60,90,0.9
P5947,32115,1,P5947H01,0,4,-9999.0
P5947,32116,2,P5947H02,4,20,5.0
P5947,32117,3,P5947H03,20,50,1.6
P5947,32118,4,P5947H04,50,75,0.5
P5948,32119,1,P5948H01,0,4,-9999.0
P5948,32120,2,P5948H02,4,16,6.1
P5948,32121,3,P5948H03,16,54,2.6
P5948,32122,4,P5948H04,54,83,1.6
P5948,32123,5,P5948H05,83,95,1.3
P5949,32124,1,P5949H01,2,18,7.0
P5949,32125,2,P5949H02,18,37,1.8
P5949,32126,3,P5949H03,37,70,1.6
P5950,32127,1,P5950H01,0,9,1.2
P5950,32128,2,P5950H02,9,27,0.6
P5950,32129,3,P5950H03,27,55,0.3
P5950,32130,4,P5950H04,55,76,0.2
P5950,32131,5,P5950H05,76,105,0.1
P5951,32132,1,P5951H01,1,11,2.8
P5951,32133,2,P5951H02,11,32,0.5
P5951,32134,3,P5951H03,32,65,0.5
P5951,32135,4,P5951H04,65,90,0.3
P5951,32136,5,P5951H05,90,115,0.2
P5952,32137,1,P5952H01,0,35,2.3
P5952,32138,2,P5952H02,35,68,0.8
P5952,32139,3,P5952H03,68,99,0.6
P5952,32140,4,P5952H04,99,150,0.5
P5953,32141,1,P5953H01,2,16,10.0
P5953,32142,2,P5953H02,16,30,2.4
P5953,32143,3,P5953H03,30,58,0.9
P5953,32144,4,P5953H04,58,89,0.4
P5954,32145,1,P5954H01,0,37,1.9
P5954,32146,2,P5954H02,37,73,1.2
P5954,32147,3,P5954H03,73,100,0.8
P5955,32148,1,P5955H01,0,23,2.8
P5955,32149,2,P5955H02,23,48,2.0
P5955,32150,3,P5955H03,48,66,0.9
P5955,32151,4,P5955H04,66,85,0.7
P5956,32152,1,P5956H01,0,25,2.7
P5956,32153,2,P5956H02,25,60,2.0
P5956,32154,3,P5956H03,60,82,1.5
P5957,32155,1,P5957H01,0,20,1.9
P5957,32156,2,P5957H02,20,50,1.6
P5957,32157,3,P5957H03,50,88,1.4
P5957,32158,4,P5957H04,88,115,0.6
P5957,32159,5,P5957H05,115,160,0.4
P5958,32160,1,P5958H01,0,20,2.9
P5958,32161,2,P5958H02,20,51,1.4
P5958,32162,3,P5958H03,51,78,0.8
P5958,32163,4,P5958H04,78,120,0.4
P5959,32164,1,P5959H01,0,17,1.8
P5959,32165,2,P5959H02,17,32,1.6
P5959,32166,3,P5959H03,32,48,1.0
P5959,32167,4,P5959H04,48,110,0.8
P5960,32168,1,P5960H01,0,20,1.9
P5960,32169,2,P5960H02,20,50,1.9
P5960,32170,3,P5960H03,50,78,1.4
P5960,32171,4,P5960H04,78,100,1.1
P5960,32172,5,P5960H05,100,120,0.9
P5961,32173,1,P5961H01,0,21,3.6
P5961,32174,2,P5961H02,21,39,1.2
P5961,32175,3,P5961H03,39,61,0.8
P5961,32176,4,P5961H04,61,80,0.5
P5962,32177,1,P5962H01,0,25,2.0
P5962,32178,2,P5962H02,25,43,2.1
P5962,32179,3,P5962H03,43,60,1.9
P5962,32180,4,P5962H04,60,70,1.7
P5962,32181,5,P5962H05,70,100,0.8
P5963,32182,1,P5963H01,0,25,2.7
P5963,32183,2,P5963H02,25,50,2.0
P5963,32184,3,P5963H03,50,61,1.4
P5963,32185,4,P5963H04,61,90,0.7
P5964,32186,1,P5964H01,0,32,-9999.0
P5964,32187,2,P5964H02,32,70,-9999.0
P5964,32188,3,P5964H03,70,113,-9999.0
P5964,32189,4,P5964H04,113,125,-9999.0
P5965,32190,1,P5965H01,0,25,-9999.0
P5965,32191,2,P5965H02,25,68,-9999.0
P5965,32192,3,P5965H03,68,113,-9999.0
P5965,32193,4,P5965H04,113,125,-9999.0
P5966,32194,1,P5966H01,0,20,-9999.0
P5966,32195,2,P5966H02,20,60,-9999.0
P5966,32196,3,P5966H03,60,84,-9999.0
P5966,32197,4,P5966H04,84,125,-9999.0
P5967,32198,1,P5967H01,0,23,-9999.0
P5967,32199,2,P5967H02,23,75,-9999.0
P5967,32200,3,P5967H03,75,95,-9999.0
P5967,32201,4,P5967H04,95,115,-9999.0
P5968,32202,1,P5968H01,0,40,-9999.0
P5968,32203,2,P5968H02,40,80,-9999.0
P5968,32204,3,P5968H03,80,110,-9999.0
P5969,32205,1,P5969H01,0,21,-9999.0
P5969,32206,2,P5969H02,21,39,-9999.0
P5969,32207,3,P5969H03,39,73,-9999.0
P5969,32208,4,P5969H04,73,97,-9999.0
P5969,32209,5,P5969H05,97,115,-9999.0
P5970,32210,1,P5970H01,0,18,-9999.0
P5970,32211,2,P5970H02,18,73,-9999.0
P5970,32212,3,P5970H03,73,107,-9999.0
P5970,32213,4,P5970H04,107,130,-9999.0
P5971,32214,1,P5971H01,0,26,-9999.0
P5971,32215,2,P5971H02,26,54,-9999.0
P5971,32216,3,P5971H03,54,105,-9999.0
P5971,32217,4,P5971H04,105,150,-9999.0
P5971,32218,5,P5971H05,150,165,-9999.0
P5972,32219,1,P5972H01,0,23,-9999.0
P5972,32220,2,P5972H02,23,84,-9999.0
P5972,32221,3,P5972H03,84,100,-9999.0
P5972,32222,4,P5972H04,100,120,-9999.0
P5973,32223,1,P5973H01,0,30,1.7
P5973,32224,2,P5973H02,30,60,1.4
P5973,32225,3,P5973H03,60,95,0.9
P5973,32226,4,P5973H04,95,130,0.9
P5974,32227,1,P5974H01,0,30,1.3
P5974,32228,2,P5974H02,30,50,1.1
P5974,32229,3,P5974H03,50,75,1.0
P5974,32230,4,P5974H04,75,110,0.5
P5975,32231,1,P5975H01,0,40,1.0
P5975,32232,2,P5975H02,40,60,0.9
P5975,32233,3,P5975H03,60,90,0.8
P5975,32234,4,P5975H04,90,110,0.7
P5975,32235,5,P5975H05,110,150,0.4
P5976,32236,1,P5976H01,0,35,1.2
P5976,32237,2,P5976H02,35,55,1.0
P5976,32238,3,P5976H03,55,78,0.9
P5976,32239,4,P5976H04,78,105,0.5
P5976,32240,5,P5976H05,105,130,0.4
P5977,32241,1,P5977H01,0,30,1.4
P5977,32242,2,P5977H02,30,60,1.2
P5977,32243,3,P5977H03,60,80,0.9
P5977,32244,4,P5977H04,80,120,0.6
P5978,32245,1,P5978H01,0,40,1.3
P5978,32246,2,P5978H02,40,80,1.0
P5978,32247,3,P5978H03,80,110,0.7
P5978,32248,4,P5978H04,110,140,0.5
P5979,32249,1,P5979H01,0,30,1.6
P5979,32250,2,P5979H02,30,45,1.2
P5979,32251,3,P5979H03,45,75,0.8
P5979,32252,4,P5979H04,75,120,0.4
P5980,32253,1,P5980H01,0,30,1.5
P5980,32254,2,P5980H02,30,50,1.5
P5980,32255,3,P5980H03,50,75,0.8
P5980,32256,4,P5980H04,75,110,0.6
P5981,32257,1,P5981H01,0,25,1.3
P5981,32258,2,P5981H02,25,63,1.2
P5981,32259,3,P5981H03,63,90,1.0
P5981,32260,4,P5981H04,90,130,0.3
P5982,32261,1,P5982H01,0,35,1.8
P5982,32262,2,P5982H02,35,70,1.6
P5982,32263,3,P5982H03,70,95,1.0
P5982,32264,4,P5982H04,95,130,0.8
P5983,32265,1,P5983H01,0,25,1.5
P5983,32266,2,P5983H02,25,50,1.3
P5983,32267,3,P5983H03,50,70,1.1
P5983,32268,4,P5983H04,75,110,0.6
P5984,32269,1,P5984H01,0,30,1.5
P5984,32270,2,P5984H02,30,55,1.2
P5984,32271,3,P5984H03,55,80,0.8
P5984,32272,4,P5984H04,80,110,0.3
P5985,32273,1,P5985H01,0,20,1.0
P5985,32274,2,P5985H02,20,45,0.8
P5985,32275,3,P5985H03,45,75,0.6
P5985,32276,4,P5985H04,75,120,0.5
P5986,32277,1,P5986H01,0,30,1.4
P5986,32278,2,P5986H02,30,60,0.8
P5986,32279,3,P5986H03,60,85,0.7
P5986,32280,4,P5986H04,85,110,0.5
P5986,32281,5,P5986H05,110,130,0.4
P5987,32282,1,P5987H01,0,30,1.2
P5987,32283,2,P5987H02,30,60,0.7
P5987,32284,3,P5987H03,60,90,0.5
P5987,32285,4,P5987H04,90,110,0.4
P5987,32286,5,P5987H05,110,130,0.3
P5988,32287,1,P5988H01,0,30,1.2
P5988,32288,2,P5988H02,30,65,1.1
P5988,32289,3,P5988H03,65,90,0.7
P5988,32290,4,P5988H04,90,120,0.2
P5989,32291,1,P5989H01,0,20,1.3
P5989,32292,2,P5989H02,20,40,1.1
P5989,32293,3,P5989H03,40,65,0.9
P5989,32294,4,P5989H04,65,90,0.5
P5989,32295,5,P5989H05,90,130,0.5
P5990,32296,1,P5990H01,0,20,1.4
P5990,32297,2,P5990H02,20,45,1.2
P5990,32298,3,P5990H03,45,65,0.7
P5990,32299,4,P5990H04,65,96,0.5
P5990,32300,5,P5990H05,96,130,0.5
P5991,32301,1,P5991H01,0,20,1.4
P5991,32302,2,P5991H02,20,42,1.4
P5991,32303,3,P5991H03,42,70,0.7
P5991,32304,4,P5991H04,70,100,0.5
P5992,32305,1,P5992H01,0,29,1.1
P5992,32306,2,P5992H02,29,50,0.8
P5992,32307,3,P5992H03,50,69,0.4
P5992,32308,4,P5992H04,69,110,0.2
P5995,32309,1,P5995H01,0,28,1.0
P5995,32310,2,P5995H02,28,52,0.9
P5995,32311,3,P5995H03,52,71,0.6
P5995,32312,4,P5995H04,71,120,0.2
P5996,32313,1,P5996H01,0,30,0.9
P5996,32314,2,P5996H02,30,57,0.8
P5996,32315,3,P5996H03,57,74,0.4
P5996,32316,4,P5996H04,74,110,0.2
P5997,32317,1,P5997H01,0,30,1.0
P5997,32318,2,P5997H02,30,60,0.8
P5997,32319,3,P5997H03,60,75,0.4
P5997,32320,4,P5997H04,75,115,0.2
P5998,32321,1,P5998H01,0,30,1.0
P5998,32322,2,P5998H02,30,55,0.8
P5998,32323,3,P5998H03,55,78,0.5
P5998,32324,4,P5998H04,78,120,0.4
P5999,32325,1,P5999H01,0,24,0.9
P5999,32326,2,P5999H02,24,43,0.9
P5999,32327,3,P5999H03,43,55,0.6
P5999,32328,4,P5999H04,55,80,0.4
P6000,32329,1,P6000H01,0,35,1.5
P6000,32330,2,P6000H02,35,62,1.1
P6000,32331,3,P6000H03,62,77,0.6
P6000,32332,4,P6000H04,77,110,0.5
P6001,32333,1,P6001H01,0,34,1.5
P6001,32334,2,P6001H02,34,60,1.0
P6001,32335,3,P6001H03,60,78,0.6
P6001,32336,4,P6001H04,78,110,0.5
P6002,32337,1,P6002H01,0,30,1.4
P6002,32338,2,P6002H02,30,55,0.8
P6002,32339,3,P6002H03,55,72,0.6
P6002,32340,4,P6002H04,72,110,0.5
P6003,32341,1,P6003H01,0,30,1.0
P6003,32342,2,P6003H02,30,50,0.9
P6003,32343,3,P6003H03,50,65,0.4
P6003,32344,4,P6003H04,65,110,0.3
P6004,32345,1,P6004H01,0,30,0.9
P6004,32346,2,P6004H02,30,60,0.8
P6004,32347,3,P6004H03,60,75,0.5
P6004,32348,4,P6004H04,75,100,0.4
P6005,32349,1,P6005H01,0,20,-9999.0
P6005,32350,2,P6005H02,20,40,-9999.0
P6005,32351,3,P6005H03,40,60,-9999.0
P6005,32352,4,P6005H04,60,80,-9999.0
P6005,32353,5,P6005H05,80,100,-9999.0
P6158,32354,1,P6158H01,0,27,1.0
P6158,32355,2,P6158H02,27,60,0.9
P6158,32356,3,P6158H03,60,75,0.5
P6158,32357,4,P6158H04,75,120,0.4
P6171,32358,1,P6171H01,0,22,8.2
P6172,32359,1,P6172H01,0,28,8.3
P6173,32360,1,P6173H01,0,23,5.5
P6173,32361,2,P6173H02,23,45,2.4
P6174,32362,1,P6174H01,0,28,5.8
P6174,32363,2,P6174H02,28,67,1.9
P6175,32364,1,P6175H01,0,21,8.3
P6176,32365,1,P6176H01,0,23,14.5
P6177,32366,1,P6177H01,0,23,4.4
P6177,32367,2,P6177H02,23,62,2.2
P6178,32368,1,P6178H01,0,19,4.2
P6179,32369,1,P6179H01,0,13,2.6
P6179,32370,2,P6179H02,13,50,0.6
P6179,32371,3,P6179H03,50,75,0.6
P6180,32372,1,P6180H01,0,10,3.4
P6180,32373,2,P6180H02,10,20,1.0
P6180,32374,3,P6180H03,20,60,0.8
P6181,32375,1,P6181H01,0,19,10.4
P6182,32376,1,P6182H01,0,20,9.9
P6183,32377,1,P6183H01,0,19,11.1
P6184,32378,1,P6184H01,0,20,4.2
P6184,32379,2,P6184H02,20,57,3.2
P6185,32380,1,P6185H01,0,27,3.2
P6185,32381,2,P6185H02,27,70,3.9
P6186,32382,1,P6186H01,0,13,5.7
P6186,32383,2,P6186H02,13,21,3.0
P6187,32384,1,P6187H01,0,18,11.7
P6188,32385,1,P6188H01,0,24,6.6
P6189,32386,1,P6189H01,0,15,10.7
P6190,32387,1,P6190H01,0,24,7.0
P6191,32388,1,P6191H01,0,18,10.7
P6192,32389,1,P6192H01,0,26,9.4
P6193,32390,1,P6193H01,0,26,8.6
P6194,32391,1,P6194H01,0,14,5.0
P6194,32392,2,P6194H02,14,43,2.5
P6195,32393,1,P6195H01,0,16,3.9
P6195,32394,2,P6195H02,16,40,3.1
P6196,32395,1,P6196H01,0,20,3.2
P6196,32396,2,P6196H02,20,53,2.0
P6197,32397,1,P6197H01,0,20,7.4
P6197,32398,2,P6197H02,20,28,4.4
P6198,32399,1,P6198H01,0,20,11.0
P6199,32400,1,P6199H01,0,26,10.9
P6200,32401,1,P6200H01,0,20,9.7
P6200,32402,2,P6200H02,20,28,5.4
P6201,32403,1,P6201H01,0,28,10.4
P6202,32404,1,P6202H01,0,24,4.2
P6203,32405,1,P6203H01,0,25,3.7
P6204,32406,1,P6204H01,0,23,5.2
P6205,32407,1,P6205H01,0,26,5.3
P6206,32408,1,P6206H01,0,28,5.6
P6207,32409,1,P6207H01,0,18,6.6
P6208,32410,1,P6208H01,0,20,11.1
P6209,32411,1,P6209H01,0,9,5.7
P6209,32412,2,P6209H02,9,39,3.8
P6210,32413,1,P6210H01,0,28,9.1
P6211,32414,1,P6211H01,2,26,9.1
P6212,32429,1,P6212H01,0,23,2.8
P6212,32430,2,P6212H02,23,48,2.0
P6212,32431,3,P6212H03,48,66,0.9
P6212,32432,4,P6212H04,66,85,0.7
P6213,32433,1,P6213H01,0,37,-9999.0
P6213,32434,2,P6213H02,37,73,-9999.0
P6213,32435,3,P6213H03,73,100,-9999.0
P6214,32436,1,P6214H01,0,20,1.1
P6214,32437,2,P6214H02,20,43,1.1
P6214,32438,3,P6214H03,43,85,0.8
P6214,32439,4,P6214H04,85,130,0.6
P6215,32440,1,P6215H01,0,40,1.2
P6215,32441,2,P6215H02,40,70,0.3
P6216,32442,1,P6216H01,0,25,0.7
P6216,32443,2,P6216H02,25,70,0.8
P6216,32444,3,P6216H03,70,100,0.6
P6217,32445,1,P6217H01,0,25,1.3
P6217,32446,2,P6217H02,25,35,0.7
P6217,32447,3,P6217H03,35,60,0.5
P6218,32448,1,P6218H01,0,27,0.6
P6218,32449,2,P6218H02,27,55,0.5
P6219,32450,1,P6219H01,0,27,1.2
