ProfID,OBJECTID,HorNO,HorID,DepthFrom,DepthTo,SOC
P1186,27707,2,P1186H02,18,35,0.6
P1187,27708,1,P1187H01,0,12,2.0
P1188,27709,1,P1188H01,0,20,1.5
P1188,27710,2,P1188H02,20,40,1.3
P1189,27711,1,P1189H01,0,20,1.9
P1189,27712,2,P1189H02,20,45,1.4
P1189,27713,3,P1189H03,45,70,1.0
P1190,27714,1,P1190H01,0,18,1.5
P1190,27715,2,P1190H02,18,45,0.9
P1191,27716,1,P1191H01,0,20,2.1
P1191,27717,2,P1191H02,20,50,1.3
P1192,27718,1,P1192H01,0,18,1.7
P1192,27719,2,P1192H02,18,37,1.3
P1192,27720,3,P1192H03,37,60,1.1
P1193,27721,1,P1193H01,0,14,3.0
P1194,27722,1,P1194H01,0,12,1.6
P1194,27723,2,P1194H02,12,25,0.8
P1195,27724,1,P1195H01,0,5,1.4
P1196,27725,1,P1196H01,0,17,1.6
P1196,27726,2,P1196H02,17,48,0.9
P1197,27727,1,P1197H01,0,20,1.3
P1197,27728,2,P1197H02,20,38,1.1
P1200,27729,1,P1200H01,0,18,3.1
P1200,27730,2,P1200H02,18,36,1.6
P1201,27731,1,P1201H01,0,12,2.2
P1201,27732,2,P1201H02,12,35,1.6
P1202,27733,1,P1202H01,0,16,2.0
P1203,27734,1,P1203H01,0,18,1.7
P1203,27735,2,P1203H02,18,36,0.9
P1203,27736,3,P1203H03,36,50,0.8
P1204,27737,1,P1204H01,0,26,2.4
P1205,27738,1,P1205H01,0,15,2.9
P1205,27739,2,P1205H02,15,32,1.4
P1205,27740,3,P1205H03,32,66,1.0
P1206,27741,1,P1206H01,0,24,1.6
P1206,27742,2,P1206H02,24,45,0.8
P1265,28375,1,P1265H01,0,25,0.9
P1266,28376,1,P1266H01,0,20,1.5
P1266,28377,2,P1266H02,20,35,1.4
P1266,28378,3,P1266H03,35,55,0.9
P1266,28379,4,P1266H04,55,120,0.4
P1276,28380,1,P1276H01,0,50,1.6
P1276,28381,2,P1276H02,50,76,1.0
P1276,28382,3,P1276H03,76,100,0.7
P1277,28383,1,P1277H01,0,28,1.1
P1277,28384,2,P1277H02,28,48,0.9
P1277,28385,3,P1277H03,48,63,0.7
P1277,28386,4,P1277H04,63,120,0.5
P1278,28387,1,P1278H01,0,40,1.3
P1278,28388,2,P1278H02,40,68,1.0
P1278,28389,3,P1278H03,68,120,0.5
P1279,28390,1,P1279H01,0,23,1.3
P1279,28391,2,P1279H02,23,39,1.1
P1279,28392,3,P1279H03,39,52,0.7
P1279,28393,4,P1279H04,52,120,0.6
P1280,28394,1,P1280H01,0,30,1.1
P1280,28395,2,P1280H02,30,50,1.0
P1280,28396,3,P1280H03,50,66,0.7
P1280,28397,4,P1280H04,66,120,0.5
P1281,28398,1,P1281H01,0,25,-9999.0
P1281,28399,2,P1281H02,25,55,-9999.0
P1284,28400,1,P1284H01,0,34,0.8
P1284,28401,2,P1284H02,34,120,0.5
P1285,28402,1,P1285H01,0,38,1.1
P1285,28403,2,P1285H02,38,54,0.8
P1285,28404,3,P1285H03,54,120,0.5
P1286,28405,1,P1286H01,0,30,1.2
P1286,28405,1,P1286H01,0,30,1.2
P1286,28406,1,P1286H01,30,53,1.2
P1286,28406,1,P1286H01,30,53,1.2
P1286,28407,2,P1286H02,53,64,0.6
P1286,28407,2,P1286H02,53,64,0.6
P1286,28408,3,P1286H03,64,120,0.4
P1286,28408,3,P1286H03,64,120,0.4
P1287,28410,2,P1287H02,30,70,0.7
P1287,28410,2,P1287H02,30,70,0.7
P1287,28411,3,P1287H03,70,120,0.2
P1287,28411,3,P1287H03,70,120,0.2
P1287,28409,4,P1287H04,0,30,1.3
P1287,28409,4,P1287H04,0,30,1.3
P1453,28412,1,P1453H01,0,28,1.2
P1453,28413,2,P1453H02,28,57,1.0
P1453,28414,3,P1453H03,57,77,0.6
P1453,28415,4,P1453H04,77,120,0.5
P1457,29007,1,P1457H01,0,12,1.0
P1457,29008,2,P1457H02,12,35,0.4
P1457,29009,3,P1457H03,35,60,0.2
P1457,29010,4,P1457H04,60,80,0.1
P1457,29011,5,P1457H05,80,110,0.0
P1458,29012,1,P1458H01,0,20,1.2
P1458,29013,2,P1458H02,20,50,1.0
P1458,29014,3,P1458H03,50,90,0.9
P1458,29015,4,P1458H04,90,130,0.3
P1459,29016,1,P1459H01,0,15,1.5
P1459,29017,2,P1459H02,15,30,1.0
P1459,29018,3,P1459H03,30,55,0.6
P1459,29019,4,P1459H04,55,70,0.6
P1460,29020,1,P1460H01,0,40,1.0
P1460,29021,2,P1460H02,40,80,0.8
P1460,29022,3,P1460H03,80,120,0.4
P1461,29023,1,P1461H01,0,18,1.4
P1461,29024,2,P1461H02,18,48,1.0
P1462,29025,1,P1462H01,0,20,1.8
P1462,29026,2,P1462H02,20,40,-9999.0
P1463,29027,1,P1463H01,0,15,1.1
P1463,29028,2,P1463H02,15,50,0.9
P1463,29029,3,P1463H03,50,95,0.6
P1463,29030,4,P1463H04,95,140,0.6
P1467,29031,1,P1467H01,2,30,1.1
P1467,29032,2,P1467H02,30,50,0.5
P1467,29033,3,P1467H03,50,130,-9999.0
P1469,29034,1,P1469H01,0,22,0.4
P1469,29035,2,P1469H02,22,55,-9999.0
P1469,29036,3,P1469H03,55,100,-9999.0
P1470,29037,1,P1470H01,0,16,0.4
P1470,29038,2,P1470H02,16,55,0.4
P1471,29039,1,P1471H01,0,20,0.5
P1471,29040,2,P1471H02,20,40,0.5
P1471,29041,3,P1471H03,40,80,-9999.0
P1472,29042,1,P1472H01,0,20,1.2
P1472,29043,2,P1472H02,20,40,-9999.0
P1473,29044,1,P1473H01,0,47,1.0
P1473,29045,2,P1473H02,47,110,0.9
P1473,29046,3,P1473H03,110,140,0.4
P1475,29047,1,P1475H01,0,20,0.4
P1475,29048,2,P1475H02,20,40,0.3
P1475,29049,3,P1475H03,70,100,-9999.0
P1476,29050,1,P1476H01,0,26,0.7
P1476,29051,2,P1476H02,26,66,0.3
P1476,29052,3,P1476H03,66,81,1.9
P1476,29053,4,P1476H04,81,100,1.4
P1478,29054,1,P1478H01,0,15,1.9
P1478,29055,2,P1478H02,15,48,1.1
P1478,29056,3,P1478H03,48,70,-9999.0
P1478,29057,4,P1478H04,70,98,-9999.0
P1478,29058,5,P1478H05,98,118,-9999.0
P1479,29059,1,P1479H01,0,20,0.5
P1481,29060,1,P1481H01,0,10,1.2
P1481,29061,2,P1481H02,10,20,0.7
P1481,29062,3,P1481H03,20,42,0.3
P1481,29063,4,P1481H04,42,52,0.2
P1481,29064,5,P1481H05,52,70,0.2
P1481,29065,6,P1481H06,70,95,0.4
P1481,29066,7,P1481H07,95,110,0.2
P1481,29067,8,P1481H08,110,120,0.2
P1482,29068,1,P1482H01,0,35,2.0
P1482,29069,2,P1482H02,35,85,1.1
P1482,29070,3,P1482H03,85,150,0.2
P1483,29071,1,P1483H01,0,14,2.8
P1483,29072,2,P1483H02,14,53,1.0
P1483,29073,3,P1483H03,53,88,-9999.0
P1483,29074,4,P1483H04,88,120,-9999.0
P1484,29075,1,P1484H01,0,12,1.0
P1484,29076,2,P1484H02,12,22,0.5
P1484,29077,3,P1484H03,22,40,0.3
P1484,29078,4,P1484H04,40,75,0.2
P1484,29079,5,P1484H05,75,120,0.3
P1485,29080,1,P1485H01,0,20,1.2
P1485,29081,2,P1485H02,20,55,0.3
P1485,29082,3,P1485H03,55,67,0.2
P1486,29083,1,P1486H01,0,20,0.9
P1486,29084,2,P1486H02,20,35,0.3
P1486,29085,3,P1486H03,35,55,-9999.0
P1486,29086,4,P1486H04,55,100,-9999.0
P1487,29087,1,P1487H01,0,20,1.5
P1487,29088,2,P1487H02,20,40,-9999.0
P1488,29089,1,P1488H01,0,25,1.7
P1488,29090,2,P1488H02,25,80,0.8
P1488,29091,3,P1488H03,80,110,-9999.0
P1488,29092,4,P1488H04,110,155,-9999.0
P1489,29093,1,P1489H01,0,20,1.3
P1489,29094,2,P1489H02,20,40,0.5
P1490,29095,1,P1490H01,0,20,1.4
P1490,29096,2,P1490H02,20,40,-9999.0
P1491,29097,1,P1491H01,0,20,1.3
P1491,29098,2,P1491H02,20,25,0.6
P1491,29099,3,P1491H03,25,75,0.6
P1491,29100,4,P1491H04,75,120,0.6
P1492,29101,1,P1492H01,0,18,0.9
P1492,29102,2,P1492H02,18,70,0.7
P1493,29103,1,P1493H01,0,20,1.2
P1493,29104,2,P1493H02,20,26,0.8
P1493,29105,3,P1493H03,26,100,0.8
P1494,29106,1,P1494H01,0,60,1.5
P1494,29107,2,P1494H02,60,120,0.7
P1495,29108,1,P1495H01,0,20,0.6
P1495,29109,2,P1495H02,20,40,0.6
P1495,29110,3,P1495H03,100,120,-9999.0
P1496,29111,1,P1496H01,0,20,0.9
P1496,29112,2,P1496H02,20,40,0.4
P1497,29113,1,P1497H01,0,16,1.0
P1497,29114,2,P1497H02,16,40,0.5
P1497,29115,3,P1497H03,40,150,-9999.0
P1497,29116,4,P1497H04,150,180,-9999.0
P1498,29117,1,P1498H01,0,20,0.4
P1498,29118,2,P1498H02,20,40,0.4
P1499,29119,1,P1499H01,0,18,0.5
P1499,29120,2,P1499H02,18,100,0.3
P1499,29121,3,P1499H03,100,130,-9999.0
P1499,29122,4,P1499H04,130,180,-9999.0
P1500,29123,1,P1500H01,0,20,1.3
P1501,29124,1,P1501H01,0,20,1.2
P1501,29125,2,P1501H02,20,40,0.6
P1502,29126,1,P1502H01,0,20,-9999.0
P1503,29127,1,P1503H01,0,20,1.3
P1503,29128,2,P1503H02,20,40,-9999.0
P1504,29129,1,P1504H01,0,20,0.5
P1504,29130,2,P1504H02,20,40,0.5
P1505,29131,1,P1505H01,0,20,1.1
P1505,29132,2,P1505H02,30,50,1.0
P1506,29133,1,P1506H01,0,20,0.9
P1506,29134,2,P1506H02,20,60,0.8
P1506,29135,3,P1506H03,60,85,0.4
P1506,29136,4,P1506H04,85,135,0.2
P1507,29137,1,P1507H01,0,20,0.7
P1507,29138,2,P1507H02,20,40,0.2
P1508,29139,1,P1508H01,0,20,1.0
P1508,29140,2,P1508H02,20,40,0.7
P1509,29141,1,P1509H01,0,10,0.2
P1509,29142,2,P1509H02,10,17,-9999.0
P1510,29143,1,P1510H01,0,30,0.8
P1510,29144,2,P1510H02,30,55,0.7
P1510,29145,3,P1510H03,55,125,-9999.0
P1511,29146,1,P1511H01,0,20,1.1
P1511,29147,2,P1511H02,20,53,0.6
P1511,29148,3,P1511H03,53,126,0.3
P1511,29149,4,P1511H04,126,165,0.2
P1512,29150,1,P1512H01,0,20,1.5
P1512,29151,2,P1512H02,20,40,0.2
P1513,29152,1,P1513H01,0,24,0.6
P1513,29153,2,P1513H02,24,72,0.4
P1513,29154,3,P1513H03,72,150,0.2
P1513,29155,4,P1513H04,150,170,0.2
P1514,29156,1,P1514H01,0,15,1.1
P1514,29157,2,P1514H02,15,50,0.7
P1514,29158,3,P1514H03,50,72,0.4
P1514,29159,4,P1514H04,72,100,0.4
P1515,29160,1,P1515H01,0,20,0.5
P1515,29161,2,P1515H02,20,40,0.3
P1515,29162,3,P1515H03,40,100,-9999.0
P1515,29163,4,P1515H04,100,150,-9999.0
P1516,29164,1,P1516H01,0,20,0.7
P1516,29165,2,P1516H02,20,45,0.2
P1517,29166,1,P1517H01,0,20,0.7
P1517,29167,2,P1517H02,20,40,0.5
P1517,29168,3,P1517H03,40,100,-9999.0
P1518,29169,1,P1518H01,0,30,0.7
P1519,29170,1,P1519H01,0,21,1.9
P1519,29171,2,P1519H02,21,40,0.7
P1523,29172,1,P1523H01,0,20,0.7
P1523,29173,2,P1523H02,20,47,0.7
P1524,29174,1,P1524H01,0,20,0.6
P1524,29175,2,P1524H02,20,58,0.5
P1524,29176,3,P1524H03,58,65,0.4
P1524,29177,4,P1524H04,65,165,0.6
P1525,29178,1,P1525H01,0,20,0.8
P1525,29179,2,P1525H02,20,40,0.5
P1526,29180,1,P1526H01,0,20,1.0
P1526,29181,2,P1526H02,20,30,0.8
P1526,29182,3,P1526H03,32,100,-9999.0
P1526,29183,4,P1526H04,100,145,-9999.0
P1527,29184,1,P1527H01,0,28,0.1
P1527,29185,2,P1527H02,28,60,3.4
P1528,29186,1,P1528H01,0,20,0.2
P1528,29187,2,P1528H02,20,40,0.1
P1529,29188,1,P1529H01,0,20,1.2
P1529,29189,2,P1529H02,20,40,-9999.0
P1530,29190,1,P1530H01,0,20,1.2
P1530,29191,2,P1530H02,20,40,0.5
P1531,29192,1,P1531H01,0,20,1.4
P1531,29193,2,P1531H02,20,40,-9999.0
P1532,29194,1,P1532H01,0,50,1.1
P1532,29195,2,P1532H02,50,80,1.9
P1533,29196,1,P1533H01,0,34,0.7
P1533,29197,2,P1533H02,34,90,0.3
P1533,29198,3,P1533H03,90,115,0.4
P1534,29199,1,P1534H01,0,18,-9999.0
P1534,29200,2,P1534H02,18,48,-9999.0
P1534,29201,3,P1534H03,48,73,-9999.0
P1534,29202,4,P1534H04,73,120,-9999.0
P1535,29203,1,P1535H01,0,20,0.9
P1535,29204,2,P1535H02,20,65,-9999.0
P1535,29205,3,P1535H03,65,90,-9999.0
P1535,29206,4,P1535H04,90,145,-9999.0
P1536,29207,1,P1536H01,0,20,0.7
P1536,29208,2,P1536H02,20,40,0.6
P1536,29209,3,P1536H03,40,95,-9999.0
P1537,29210,1,P1537H01,0,20,1.0
P1537,29211,2,P1537H02,20,40,-9999.0
P1538,29212,1,P1538H01,0,20,1.4
P1538,29213,2,P1538H02,20,40,-9999.0
P1538,29214,3,P1538H03,40,80,-9999.0
P1539,29215,1,P1539H01,0,20,0.6
P1539,29216,2,P1539H02,20,40,-9999.0
P1540,29217,1,P1540H01,0,15,1.5
P1540,29218,2,P1540H02,15,30,0.8
P1541,29219,1,P1541H01,0,18,1.1
P1541,29220,2,P1541H02,18,70,0.5
P1542,29221,1,P1542H01,0,20,1.1
P1542,29222,2,P1542H02,20,57,0.7
P1543,29223,1,P1543H01,0,20,0.9
P1543,29224,2,P1543H02,20,40,-9999.0
P1544,29225,1,P1544H01,0,25,1.1
P1544,29226,2,P1544H02,25,90,0.4
P1544,29227,3,P1544H03,90,125,0.2
P1545,29228,1,P1545H01,0,30,1.0
P1545,29229,2,P1545H02,30,56,0.5
P1545,29230,3,P1545H03,56,100,0.3
P1546,29231,1,P1546H01,0,20,0.6
P1546,29232,2,P1546H02,20,80,0.5
P1546,29233,3,P1546H03,80,125,-9999.0
P1547,29234,1,P1547H01,0,20,0.9
P1547,29235,2,P1547H02,33,63,-9999.0
P1547,29236,3,P1547H03,63,110,-9999.0
P1547,29237,4,P1547H04,110,150,-9999.0
P1549,29238,1,P1549H01,0,20,1.2
P1549,29239,2,P1549H02,20,40,0.5
P1550,29240,1,P1550H01,0,20,1.1
P1550,29241,2,P1550H02,20,40,-9999.0
P1551,29242,1,P1551H01,0,23,1.1
P1551,29243,2,P1551H02,23,80,0.5
P1552,29244,1,P1552H01,0,12,1.6
P1552,29245,2,P1552H02,12,38,1.0
P1552,29246,3,P1552H03,39,95,0.6
P1554,29247,1,P1554H01,0,25,0.8
P1554,29248,2,P1554H02,25,60,0.6
P1554,29249,3,P1554H03,60,85,-9999.0
P1555,29250,1,P1555H01,0,20,1.2
P1556,29251,1,P1556H01,0,20,0.6
P1556,29252,2,P1556H02,20,40,-9999.0
P1557,29253,1,P1557H01,0,25,0.8
P1557,29254,2,P1557H02,25,60,-9999.0
P1557,29255,3,P1557H03,60,100,-9999.0
P1558,29256,1,P1558H01,0,20,1.0
P1558,29257,2,P1558H02,20,40,0.7
P1559,29258,1,P1559H01,0,20,1.0
P1559,29259,2,P1559H02,20,40,-9999.0
P1560,29260,1,P1560H01,0,30,0.6
P1560,29261,2,P1560H02,30,60,0.3
P1561,29262,1,P1561H01,0,40,0.9
P1561,29263,2,P1561H02,40,95,0.3
P1561,29264,3,P1561H03,95,135,0.4
P1561,29265,4,P1561H04,135,170,0.2
P1562,29266,1,P1562H01,0,20,0.8
P1562,29267,2,P1562H02,20,40,0.6
P1563,29268,1,P1563H01,0,20,-9999.0
P1563,29269,2,P1563H02,20,100,-9999.0
P1563,29270,3,P1563H03,100,140,-9999.0
P1564,29271,1,P1564H01,0,22,3.1
P1564,29272,2,P1564H02,22,40,1.0
P1566,29273,1,P1566H01,0,20,0.8
P1566,29274,2,P1566H02,20,40,0.7
P1567,29275,1,P1567H01,0,20,0.8
P1567,29276,2,P1567H02,20,40,-9999.0
P1568,29277,1,P1568H01,0,27,1.5
P1568,29278,2,P1568H02,27,45,0.9
P1568,29279,3,P1568H03,45,120,0.5
P1569,29280,1,P1569H01,0,20,0.8
P1569,29281,2,P1569H02,20,40,0.6
P1569,29282,3,P1569H03,40,70,0.6
P1570,29283,1,P1570H01,0,20,0.9
P1570,29284,2,P1570H02,20,40,-9999.0
P1571,29285,1,P1571H01,0,20,0.8
P1571,29286,2,P1571H02,20,40,0.5
P1572,29287,1,P1572H01,0,20,1.2
P1572,29288,2,P1572H02,20,85,0.5
P1572,29289,3,P1572H03,85,120,-9999.0
P1573,29290,1,P1573H01,0,25,-9999.0
P1574,29291,1,P1574H01,0,25,1.0
P1574,29292,2,P1574H02,25,60,0.8
P1574,29293,3,P1574H03,100,160,0.7
P1575,29294,1,P1575H01,0,15,1.3
P1575,29295,2,P1575H02,15,50,0.8
P1575,29296,3,P1575H03,50,72,0.6
P1575,29297,4,P1575H04,72,98,0.4
P1575,29298,5,P1575H05,98,110,0.3
P1576,29299,1,P1576H01,0,32,1.0
P1576,29300,2,P1576H02,32,89,0.5
P1576,29301,3,P1576H03,89,157,-9999.0
P1576,29302,4,P1576H04,157,190,-9999.0
P1577,29303,1,P1577H01,0,20,0.9
P1577,29304,2,P1577H02,20,40,0.6
P1577,29305,3,P1577H03,40,80,-9999.0
P1577,29306,4,P1577H04,80,120,-9999.0
P1578,29307,1,P1578H01,0,20,1.0
P1578,29308,2,P1578H02,20,62,0.5
P1578,29309,3,P1578H03,62,175,-9999.0
P1579,29310,1,P1579H01,0,20,1.1
P1579,29311,2,P1579H02,20,28,0.2
P1579,29312,3,P1579H03,28,39,-9999.0
P1579,29313,4,P1579H04,39,53,-9999.0
P1579,29314,5,P1579H05,53,73,-9999.0
P1579,29315,6,P1579H06,73,130,-9999.0
P1582,31689,1,P1582H01,2,30,6.4
P1582,31690,2,P1582H02,30,55,2.3
P1582,31691,3,P1582H03,55,82,1.3
P1582,31692,4,P1582H04,82,120,1.1
P1583,31696,1,P1583H01,0,20,5.1
P1583,31697,2,P1583H02,20,50,4.1
P1583,31698,3,P1583H03,50,80,1.7
P1584,31693,1,P1584H01,0,24,6.3
P1584,31694,2,P1584H02,24,50,4.8
P1584,31695,3,P1584H03,52,80,2.4
P1588,29316,1,P1588H01,0,20,1.2
P1588,29317,2,P1588H02,20,50,0.7
P1588,29318,3,P1588H03,50,70,0.6
P1597,29319,1,P1597H01,0,19,5.4
P1600,29320,1,P1600H01,0,15,1.0
P1600,29321,2,P1600H02,15,48,0.6
P1600,29322,3,P1600H03,48,67,0.3
P1600,29323,4,P1600H04,67,128,0.1
P1601,29324,1,P1601H01,0,32,0.9
P1601,29325,2,P1601H02,32,80,0.4
P1602,29326,1,P1602H01,0,15,1.6
P1602,29327,2,P1602H02,15,41,1.6
P1602,29328,3,P1602H03,41,67,1.1
P1602,29329,4,P1602H04,67,80,0.7
P1603,29330,1,P1603H01,0,28,1.3
P1607,29331,1,P1607H01,0,25,1.2
P1607,29332,2,P1607H02,25,55,0.5
P1607,29333,3,P1607H03,55,80,0.2
P1612,29334,1,P1612H01,0,13,0.9
P1613,29335,1,P1613H01,0,20,-9999.0
P1613,29336,2,P1613H02,20,40,-9999.0
P1613,29337,3,P1613H03,40,68,-9999.0
P1613,29338,4,P1613H04,68,100,-9999.0
P1614,29339,1,P1614H01,0,39,1.7
P1614,29339,1,P1614H01,0,39,1.7
P1614,29340,2,P1614H02,39,51,1.0
P1614,29340,2,P1614H02,39,51,1.0
P1614,29341,3,P1614H03,51,127,0.6
P1614,29341,3,P1614H03,51,127,0.6
P1615,29342,1,P1615H01,0,10,1.0
P1615,29342,1,P1615H01,0,10,1.0
P1616,29343,1,P1616H01,0,17,1.3
P1616,29343,1,P1616H01,0,17,1.3
P1616,29344,2,P1616H02,17,40,0.6
P1616,29344,2,P1616H02,17,40,0.6
P1616,29345,3,P1616H03,40,75,0.5
P1616,29345,3,P1616H03,40,75,0.5
P1616,29346,4,P1616H04,75,92,0.5
P1616,29346,4,P1616H04,75,92,0.5
P1616,29347,5,P1616H05,92,130,0.5
P1616,29347,5,P1616H05,92,130,0.5
P1617,29348,1,P1617H01,0,30,0.8
P1617,29349,2,P1617H02,30,76,0.5
P1617,29350,3,P1617H03,76,105,-9999.0
P1618,29351,1,P1618H01,0,15,1.2
P1618,29352,2,P1618H02,15,37,0.7
P1618,29353,3,P1618H03,37,78,0.7
P1618,29354,4,P1618H04,78,107,0.2
P1618,29355,5,P1618H05,107,135,0.1
P1619,29356,1,P1619H01,0,15,4.0
P1619,29357,2,P1619H02,15,50,1.0
P1619,29358,3,P1619H03,50,90,0.8
P1619,29359,4,P1619H04,90,120,0.6
P1620,29360,1,P1620H01,0,13,2.3
P1620,29361,2,P1620H02,13,45,0.6
P1620,29362,3,P1620H03,45,80,-9999.0
P1621,29363,1,P1621H01,0,15,4.5
P1622,29364,1,P1622H01,0,20,3.8
P1622,29365,2,P1622H02,20,50,2.2
P1623,29366,1,P1623H01,0,20,0.8
P1623,29367,2,P1623H02,20,40,0.8
P1624,29368,1,P1624H01,0,20,1.0
P1624,29369,2,P1624H02,20,60,0.7
P1624,29370,3,P1624H03,60,100,0.3
P1625,29371,1,P1625H01,0,28,0.9
P1625,29372,2,P1625H02,28,46,0.3
P1625,29373,3,P1625H03,46,70,-9999.0
P1626,29374,1,P1626H01,0,20,1.6
P1626,29375,2,P1626H02,20,43,1.4
P1626,29376,3,P1626H03,43,57,-9999.0
P1627,29377,1,P1627H01,0,20,1.4
P1627,29378,2,P1627H02,20,50,0.8
P1627,29379,3,P1627H03,50,90,0.7
P1627,29380,4,P1627H04,90,130,0.6
P1628,29381,1,P1628H01,0,20,2.3
P1628,29382,2,P1628H02,20,38,1.5
P1628,29383,3,P1628H03,38,60,1.3
P1628,29384,4,P1628H04,60,82,1.3
P1628,29385,5,P1628H05,82,105,0.3
P1628,29386,6,P1628H06,105,125,0.3
P1629,29387,1,P1629H01,0,15,1.2
P1629,29388,2,P1629H02,15,34,1.0
P1629,29389,3,P1629H03,34,74,-9999.0
P1629,29390,4,P1629H04,74,114,-9999.0
P1630,29391,1,P1630H01,0,14,2.2
P1630,29392,2,P1630H02,14,76,1.7
P1630,29393,3,P1630H03,76,106,-9999.0
P1630,29394,4,P1630H04,106,140,-9999.0
P1631,29395,1,P1631H01,0,13,2.2
P1631,29396,2,P1631H02,13,67,1.6
P1631,29397,3,P1631H03,67,127,-9999.0
P1631,29398,4,P1631H04,127,160,-9999.0
P1632,29399,1,P1632H01,0,20,0.9
P1632,29400,2,P1632H02,20,40,0.8
P1633,29401,1,P1633H01,0,20,1.3
P1633,29402,2,P1633H02,20,40,0.7
P1634,29403,1,P1634H01,0,20,4.6
P1634,29404,2,P1634H02,20,42,2.3
P1634,29405,3,P1634H03,42,65,1.9
P1635,29406,1,P1635H01,0,35,1.5
P1635,29407,2,P1635H02,35,65,0.7
P1635,29408,3,P1635H03,65,110,0.5
P1635,29409,4,P1635H04,110,150,0.4
P1642,29410,1,P1642H01,0,28,4.4
P1642,29411,2,P1642H02,28,57,1.4
P1643,29412,1,P1643H01,0,15,2.2
P1643,29413,2,P1643H02,15,40,2.2
P1643,29414,3,P1643H03,40,80,1.9
P1643,29415,4,P1643H04,80,103,1.1
P1644,29416,1,P1644H01,0,25,1.1
P1647,29417,1,P1647H01,0,19,4.5
P1647,29418,2,P1647H02,19,95,0.9
P1647,29419,3,P1647H03,95,115,6.3
P1649,29420,1,P1649H01,0,15,4.9
P1649,29421,2,P1649H02,15,32,2.3
P1650,29422,1,P1650H01,0,10,1.4
P1650,29423,2,P1650H02,10,46,1.1
P1650,29424,3,P1650H03,46,100,-9999.0
P1651,29425,1,P1651H01,0,18,1.7
P1651,29426,2,P1651H02,18,70,0.9
P1651,29427,3,P1651H03,70,120,0.9
P1651,29428,4,P1651H04,120,155,0.6
P1653,29429,1,P1653H01,0,20,2.1
P1653,29430,2,P1653H02,20,43,1.4
P1653,29431,3,P1653H03,43,55,1.1
P1655,31699,1,P1655H01,3,18,4.6
P1655,31700,2,P1655H02,20,46,1.5
P1655,31701,3,P1655H03,46,80,1.0
P1655,31702,4,P1655H04,80,100,0.7
P1655,31703,5,P1655H05,100,120,0.6
P1656,31704,1,P1656H01,3,24,2.4
P1656,31705,2,P1656H02,24,50,1.1
P1657,29432,1,P1657H01,0,12,2.1
P1657,29433,2,P1657H02,12,83,1.8
P1657,29434,3,P1657H03,83,113,1.3
P1657,29435,4,P1657H04,113,153,0.8
P1658,29436,1,P1658H01,0,18,1.6
P1658,29437,2,P1658H02,18,90,1.4
P1658,29438,3,P1658H03,90,120,-9999.0
P1661,29439,1,P1661H01,0,8,5.7
P1661,29440,2,P1661H02,8,32,2.4
P1661,29441,3,P1661H03,32,52,1.3
P1661,29442,4,P1661H04,52,80,0.9
P1662,30369,1,P1662H01,0,30,2.9
P1662,30370,2,P1662H02,30,55,1.8
P1662,30371,3,P1662H03,55,85,0.9
P1663,30372,1,P1663H01,0,18,2.4
P1663,30373,2,P1663H02,18,55,1.7
P1663,30374,3,P1663H03,55,80,1.1
P1664,30375,1,P1664H01,0,25,1.7
P1664,30376,2,P1664H02,25,70,0.9
P1665,30377,1,P1665H01,0,22,3.3
P1665,30378,2,P1665H02,22,55,0.4
P1665,30379,3,P1665H03,55,87,0.2
P1666,30380,1,P1666H01,0,25,2.3
P1666,30381,2,P1666H02,25,68,0.6
P1667,30382,1,P1667H01,0,32,3.6
P1668,30383,1,P1668H01,0,22,3.6
P1668,30384,2,P1668H02,22,55,1.8
P1669,30385,1,P1669H01,0,24,1.0
P1670,30386,1,P1670H01,0,28,4.0
P1671,30387,1,P1671H01,0,27,5.6
P1671,30388,2,P1671H02,27,65,1.1
P1672,30389,1,P1672H01,0,22,1.9
P1672,30390,2,P1672H02,22,56,1.2
P1673,30391,1,P1673H01,0,24,2.4
P1673,30392,2,P1673H02,24,51,2.3
P1673,30393,3,P1673H03,51,80,0.5
P1674,30394,1,P1674H01,0,28,0.3
P1674,30395,2,P1674H02,28,51,3.4
P1674,30396,3,P1674H03,51,80,0.7
P1674,30397,4,P1674H04,80,120,0.5
P1675,30398,1,P1675H01,0,20,0.4
P1676,30399,1,P1676H01,0,25,3.9
P1677,30400,1,P1677H01,0,22,10.4
P1677,30401,2,P1677H02,22,54,1.9
P1678,30402,1,P1678H01,0,28,4.5
P1679,30403,1,P1679H01,0,33,2.1
P1680,30404,1,P1680H01,0,25,14.3
P1680,30405,2,P1680H02,25,47,4.3
P1680,30406,3,P1680H03,47,70,2.2
P1681,26042,1,P1681H01,0,23,1.5
P1681,26043,2,P1681H02,23,45,0.9
P1681,26044,3,P1681H03,45,70,0.8
P1681,26045,4,P1681H04,70,95,0.9
P1681,26046,5,P1681H05,95,110,0.2
P1682,26047,1,P1682H01,0,23,2.9
P1682,26048,2,P1682H02,23,55,0.9
P1682,26049,3,P1682H03,55,95,0.4
P1683,26050,1,P1683H01,0,23,2.3
P1683,26051,2,P1683H02,23,45,2.6
P1683,26052,3,P1683H03,45,68,1.0
P1683,26053,4,P1683H04,68,98,0.7
P1683,26054,5,P1683H05,98,115,0.7
P1684,26055,1,P1684H01,0,22,1.3
P1684,26056,2,P1684H02,22,50,1.0
